Start time UTC,consumption,hour,dayofweek,month,dayofyear,is_weekend,quarter,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12,lag_13,lag_14,lag_15,lag_16,lag_17,lag_18,lag_19,lag_20,lag_21,lag_22,lag_23,lag_24,rolling_mean_24,rolling_std_24,rolling_mean_168
2021-11-20 15:00:00,10873,15,5,11,324,1,4,10736.0,10400.0,10106.0,10134.0,10165.0,10122.0,10034.0,9842.0,9731.0,9514.0,9356.0,9086.0,8911.0,8844.0,8955.0,9156.0,9497.0,9929.0,10151.0,10096.0,10569.0,10897.0,10934.0,10894.0,9918.25,645.2822941397566,10168.630952380952
2021-11-20 16:00:00,10933,16,5,11,324,1,4,10873.0,10736.0,10400.0,10106.0,10134.0,10165.0,10122.0,10034.0,9842.0,9731.0,9514.0,9356.0,9086.0,8911.0,8844.0,8955.0,9156.0,9497.0,9929.0,10151.0,10096.0,10569.0,10897.0,10934.0,9918.208333333334,645.2138829178875,10167.880952380952
2021-11-20 17:00:00,10836,17,5,11,324,1,4,10933.0,10873.0,10736.0,10400.0,10106.0,10134.0,10165.0,10122.0,10034.0,9842.0,9731.0,9514.0,9356.0,9086.0,8911.0,8844.0,8955.0,9156.0,9497.0,9929.0,10151.0,10096.0,10569.0,10897.0,9915.666666666666,641.2987953578024,10167.315476190477
2021-11-20 18:00:00,10458,18,5,11,324,1,4,10836.0,10933.0,10873.0,10736.0,10400.0,10106.0,10134.0,10165.0,10122.0,10034.0,9842.0,9731.0,9514.0,9356.0,9086.0,8911.0,8844.0,8955.0,9156.0,9497.0,9929.0,10151.0,10096.0,10569.0,9911.041666666666,636.766388066178,10166.470238095239
2021-11-20 19:00:00,10039,19,5,11,324,1,4,10458.0,10836.0,10933.0,10873.0,10736.0,10400.0,10106.0,10134.0,10165.0,10122.0,10034.0,9842.0,9731.0,9514.0,9356.0,9086.0,8911.0,8844.0,8955.0,9156.0,9497.0,9929.0,10151.0,10096.0,9908.666666666666,636.1525430043066,10165.922619047618
2021-11-20 20:00:00,10195,20,5,11,324,1,4,10039.0,10458.0,10836.0,10933.0,10873.0,10736.0,10400.0,10106.0,10134.0,10165.0,10122.0,10034.0,9842.0,9731.0,9514.0,9356.0,9086.0,8911.0,8844.0,8955.0,9156.0,9497.0,9929.0,10151.0,9910.5,636.9441993167926,10165.232142857143
2021-11-20 21:00:00,9958,21,5,11,324,1,4,10195.0,10039.0,10458.0,10836.0,10933.0,10873.0,10736.0,10400.0,10106.0,10134.0,10165.0,10122.0,10034.0,9842.0,9731.0,9514.0,9356.0,9086.0,8911.0,8844.0,8955.0,9156.0,9497.0,9929.0,9911.708333333334,637.0083256001368,10164.529761904761
2021-11-20 22:00:00,9596,22,5,11,324,1,4,9958.0,10195.0,10039.0,10458.0,10836.0,10933.0,10873.0,10736.0,10400.0,10106.0,10134.0,10165.0,10122.0,10034.0,9842.0,9731.0,9514.0,9356.0,9086.0,8911.0,8844.0,8955.0,9156.0,9497.0,9915.833333333334,634.5217758736128,10164.059523809523
2021-11-20 23:00:00,9341,23,5,11,324,1,4,9596.0,9958.0,10195.0,10039.0,10458.0,10836.0,10933.0,10873.0,10736.0,10400.0,10106.0,10134.0,10165.0,10122.0,10034.0,9842.0,9731.0,9514.0,9356.0,9086.0,8911.0,8844.0,8955.0,9156.0,9923.541666666666,625.9556852744203,10164.095238095239
2021-11-21 00:00:00,9149,0,6,11,325,1,4,9341.0,9596.0,9958.0,10195.0,10039.0,10458.0,10836.0,10933.0,10873.0,10736.0,10400.0,10106.0,10134.0,10165.0,10122.0,10034.0,9842.0,9731.0,9514.0,9356.0,9086.0,8911.0,8844.0,8955.0,9931.625,614.043817477582,10164.136904761905
2021-11-21 01:00:00,9053,1,6,11,325,1,4,9149.0,9341.0,9596.0,9958.0,10195.0,10039.0,10458.0,10836.0,10933.0,10873.0,10736.0,10400.0,10106.0,10134.0,10165.0,10122.0,10034.0,9842.0,9731.0,9514.0,9356.0,9086.0,8911.0,8844.0,9940.333333333334,599.2524086519774,10164.059523809523
2021-11-21 02:00:00,9066,2,6,11,325,1,4,9053.0,9149.0,9341.0,9596.0,9958.0,10195.0,10039.0,10458.0,10836.0,10933.0,10873.0,10736.0,10400.0,10106.0,10134.0,10165.0,10122.0,10034.0,9842.0,9731.0,9514.0,9356.0,9086.0,8911.0,9946.791666666666,588.413857547099,10164.14880952381
2021-11-21 03:00:00,9146,3,6,11,325,1,4,9066.0,9053.0,9149.0,9341.0,9596.0,9958.0,10195.0,10039.0,10458.0,10836.0,10933.0,10873.0,10736.0,10400.0,10106.0,10134.0,10165.0,10122.0,10034.0,9842.0,9731.0,9514.0,9356.0,9086.0,9949.291666666666,584.713417664531,10163.886904761905
2021-11-21 04:00:00,9341,4,6,11,325,1,4,9146.0,9066.0,9053.0,9149.0,9341.0,9596.0,9958.0,10195.0,10039.0,10458.0,10836.0,10933.0,10873.0,10736.0,10400.0,10106.0,10134.0,10165.0,10122.0,10034.0,9842.0,9731.0,9514.0,9356.0,9948.666666666666,585.3827931299214,10163.684523809523
2021-11-21 05:00:00,9410,5,6,11,325,1,4,9341.0,9146.0,9066.0,9053.0,9149.0,9341.0,9596.0,9958.0,10195.0,10039.0,10458.0,10836.0,10933.0,10873.0,10736.0,10400.0,10106.0,10134.0,10165.0,10122.0,10034.0,9842.0,9731.0,9514.0,9944.333333333334,589.1133844261046,10163.19642857143
2021-11-21 06:00:00,9543,6,6,11,325,1,4,9410.0,9341.0,9146.0,9066.0,9053.0,9149.0,9341.0,9596.0,9958.0,10195.0,10039.0,10458.0,10836.0,10933.0,10873.0,10736.0,10400.0,10106.0,10134.0,10165.0,10122.0,10034.0,9842.0,9731.0,9936.5,593.3083368776554,10162.380952380952
2021-11-21 07:00:00,9750,7,6,11,325,1,4,9543.0,9410.0,9341.0,9146.0,9066.0,9053.0,9149.0,9341.0,9596.0,9958.0,10195.0,10039.0,10458.0,10836.0,10933.0,10873.0,10736.0,10400.0,10106.0,10134.0,10165.0,10122.0,10034.0,9842.0,9932.666666666666,594.2419114091464,10161.547619047618
2021-11-21 08:00:00,10002,8,6,11,325,1,4,9750.0,9543.0,9410.0,9341.0,9146.0,9066.0,9053.0,9149.0,9341.0,9596.0,9958.0,10195.0,10039.0,10458.0,10836.0,10933.0,10873.0,10736.0,10400.0,10106.0,10134.0,10165.0,10122.0,10034.0,9931.333333333334,594.0405246507763,10161.089285714286
2021-11-21 09:00:00,10068,9,6,11,325,1,4,10002.0,9750.0,9543.0,9410.0,9341.0,9146.0,9066.0,9053.0,9149.0,9341.0,9596.0,9958.0,10195.0,10039.0,10458.0,10836.0,10933.0,10873.0,10736.0,10400.0,10106.0,10134.0,10165.0,10122.0,9929.083333333334,593.3888611859371,10160.982142857143
2021-11-21 10:00:00,10179,10,6,11,325,1,4,10068.0,10002.0,9750.0,9543.0,9410.0,9341.0,9146.0,9066.0,9053.0,9149.0,9341.0,9596.0,9958.0,10195.0,10039.0,10458.0,10836.0,10933.0,10873.0,10736.0,10400.0,10106.0,10134.0,10165.0,9929.666666666666,593.6376926583763,10161.833333333334
2021-11-21 11:00:00,10149,11,6,11,325,1,4,10179.0,10068.0,10002.0,9750.0,9543.0,9410.0,9341.0,9146.0,9066.0,9053.0,9149.0,9341.0,9596.0,9958.0,10195.0,10039.0,10458.0,10836.0,10933.0,10873.0,10736.0,10400.0,10106.0,10134.0,9930.291666666666,593.8700252444901,10162.910714285714
2021-11-21 12:00:00,10174,12,6,11,325,1,4,10149.0,10179.0,10068.0,10002.0,9750.0,9543.0,9410.0,9341.0,9146.0,9066.0,9053.0,9149.0,9341.0,9596.0,9958.0,10195.0,10039.0,10458.0,10836.0,10933.0,10873.0,10736.0,10400.0,10106.0,9933.125,594.9060804572862,10164.190476190477
2021-11-21 13:00:00,10356,13,6,11,325,1,4,10174.0,10149.0,10179.0,10068.0,10002.0,9750.0,9543.0,9410.0,9341.0,9146.0,9066.0,9053.0,9149.0,9341.0,9596.0,9958.0,10195.0,10039.0,10458.0,10836.0,10933.0,10873.0,10736.0,10400.0,9931.291666666666,593.4708138433527,10166.130952380952
2021-11-21 14:00:00,10673,14,6,11,325,1,4,10356.0,10174.0,10149.0,10179.0,10068.0,10002.0,9750.0,9543.0,9410.0,9341.0,9146.0,9066.0,9053.0,9149.0,9341.0,9596.0,9958.0,10195.0,10039.0,10458.0,10836.0,10933.0,10873.0,10736.0,9928.666666666666,589.8852258787113,10168.035714285714
2021-11-21 15:00:00,10816,15,6,11,325,1,4,10673.0,10356.0,10174.0,10149.0,10179.0,10068.0,10002.0,9750.0,9543.0,9410.0,9341.0,9146.0,9066.0,9053.0,9149.0,9341.0,9596.0,9958.0,10195.0,10039.0,10458.0,10836.0,10933.0,10873.0,9926.291666666666,586.0199194688913,10169.392857142857
2021-11-21 16:00:00,10899,16,6,11,325,1,4,10816.0,10673.0,10356.0,10174.0,10149.0,10179.0,10068.0,10002.0,9750.0,9543.0,9410.0,9341.0,9146.0,9066.0,9053.0,9149.0,9341.0,9596.0,9958.0,10195.0,10039.0,10458.0,10836.0,10933.0,9924.875,583.5162016675531,10171.065476190477
2021-11-21 17:00:00,10976,17,6,11,325,1,4,10899.0,10816.0,10673.0,10356.0,10174.0,10149.0,10179.0,10068.0,10002.0,9750.0,9543.0,9410.0,9341.0,9146.0,9066.0,9053.0,9149.0,9341.0,9596.0,9958.0,10195.0,10039.0,10458.0,10836.0,9930.708333333334,593.6326985577317,10173.244047619048
2021-11-21 18:00:00,10772,18,6,11,325,1,4,10976.0,10899.0,10816.0,10673.0,10356.0,10174.0,10149.0,10179.0,10068.0,10002.0,9750.0,9543.0,9410.0,9341.0,9146.0,9066.0,9053.0,9149.0,9341.0,9596.0,9958.0,10195.0,10039.0,10458.0,9943.791666666666,609.0199524942236,10174.845238095239
2021-11-21 19:00:00,10391,19,6,11,325,1,4,10772.0,10976.0,10899.0,10816.0,10673.0,10356.0,10174.0,10149.0,10179.0,10068.0,10002.0,9750.0,9543.0,9410.0,9341.0,9146.0,9066.0,9053.0,9149.0,9341.0,9596.0,9958.0,10195.0,10039.0,9958.458333333334,615.6152792948573,10176.202380952382
2021-11-21 20:00:00,10648,20,6,11,325,1,4,10391.0,10772.0,10976.0,10899.0,10816.0,10673.0,10356.0,10174.0,10149.0,10179.0,10068.0,10002.0,9750.0,9543.0,9410.0,9341.0,9146.0,9066.0,9053.0,9149.0,9341.0,9596.0,9958.0,10195.0,9977.333333333334,629.9605002568776,10177.589285714286
2021-11-21 21:00:00,10596,21,6,11,325,1,4,10648.0,10391.0,10772.0,10976.0,10899.0,10816.0,10673.0,10356.0,10174.0,10149.0,10179.0,10068.0,10002.0,9750.0,9543.0,9410.0,9341.0,9146.0,9066.0,9053.0,9149.0,9341.0,9596.0,9958.0,10003.916666666666,642.4467439721517,10178.767857142857
2021-11-21 22:00:00,10289,22,6,11,325,1,4,10596.0,10648.0,10391.0,10772.0,10976.0,10899.0,10816.0,10673.0,10356.0,10174.0,10149.0,10179.0,10068.0,10002.0,9750.0,9543.0,9410.0,9341.0,9146.0,9066.0,9053.0,9149.0,9341.0,9596.0,10032.791666666666,638.8793163007736,10179.833333333334
2021-11-21 23:00:00,10013,23,6,11,325,1,4,10289.0,10596.0,10648.0,10391.0,10772.0,10976.0,10899.0,10816.0,10673.0,10356.0,10174.0,10149.0,10179.0,10068.0,10002.0,9750.0,9543.0,9410.0,9341.0,9146.0,9066.0,9053.0,9149.0,9341.0,10060.791666666666,621.7379553676712,10181.029761904761
2021-11-22 00:00:00,9860,0,0,11,326,0,4,10013.0,10289.0,10596.0,10648.0,10391.0,10772.0,10976.0,10899.0,10816.0,10673.0,10356.0,10174.0,10149.0,10179.0,10068.0,10002.0,9750.0,9543.0,9410.0,9341.0,9146.0,9066.0,9053.0,9149.0,10090.416666666666,592.6625931128181,10182.267857142857
2021-11-22 01:00:00,9795,1,0,11,326,0,4,9860.0,10013.0,10289.0,10596.0,10648.0,10391.0,10772.0,10976.0,10899.0,10816.0,10673.0,10356.0,10174.0,10149.0,10179.0,10068.0,10002.0,9750.0,9543.0,9410.0,9341.0,9146.0,9066.0,9053.0,10121.333333333334,554.3042381270842,10183.089285714286
2021-11-22 02:00:00,9942,2,0,11,326,0,4,9795.0,9860.0,10013.0,10289.0,10596.0,10648.0,10391.0,10772.0,10976.0,10899.0,10816.0,10673.0,10356.0,10174.0,10149.0,10179.0,10068.0,10002.0,9750.0,9543.0,9410.0,9341.0,9146.0,9066.0,10157.833333333334,508.7615540117327,10184.327380952382
2021-11-22 03:00:00,10340,3,0,11,326,0,4,9942.0,9795.0,9860.0,10013.0,10289.0,10596.0,10648.0,10391.0,10772.0,10976.0,10899.0,10816.0,10673.0,10356.0,10174.0,10149.0,10179.0,10068.0,10002.0,9750.0,9543.0,9410.0,9341.0,9146.0,10207.583333333334,461.7197452874024,10185.886904761905
2021-11-22 04:00:00,11156,4,0,11,326,0,4,10340.0,9942.0,9795.0,9860.0,10013.0,10289.0,10596.0,10648.0,10391.0,10772.0,10976.0,10899.0,10816.0,10673.0,10356.0,10174.0,10149.0,10179.0,10068.0,10002.0,9750.0,9543.0,9410.0,9341.0,10283.208333333334,462.24997746514975,10187.494047619048
2021-11-22 05:00:00,11639,5,0,11,326,0,4,11156.0,10340.0,9942.0,9795.0,9860.0,10013.0,10289.0,10596.0,10648.0,10391.0,10772.0,10976.0,10899.0,10816.0,10673.0,10356.0,10174.0,10149.0,10179.0,10068.0,10002.0,9750.0,9543.0,9410.0,10376.083333333334,501.4407864531103,10188.625
2021-11-22 06:00:00,11740,6,0,11,326,0,4,11639.0,11156.0,10340.0,9942.0,9795.0,9860.0,10013.0,10289.0,10596.0,10648.0,10391.0,10772.0,10976.0,10899.0,10816.0,10673.0,10356.0,10174.0,10149.0,10179.0,10068.0,10002.0,9750.0,9543.0,10467.625,541.6685022264347,10189.44642857143
2021-11-22 07:00:00,11759,7,0,11,326,0,4,11740.0,11639.0,11156.0,10340.0,9942.0,9795.0,9860.0,10013.0,10289.0,10596.0,10648.0,10391.0,10772.0,10976.0,10899.0,10816.0,10673.0,10356.0,10174.0,10149.0,10179.0,10068.0,10002.0,9750.0,10551.333333333334,579.8351839786878,10190.39880952381
2021-11-22 08:00:00,11757,8,0,11,326,0,4,11759.0,11740.0,11639.0,11156.0,10340.0,9942.0,9795.0,9860.0,10013.0,10289.0,10596.0,10648.0,10391.0,10772.0,10976.0,10899.0,10816.0,10673.0,10356.0,10174.0,10149.0,10179.0,10068.0,10002.0,10624.458333333334,617.0171570558991,10191.708333333334
2021-11-22 09:00:00,11710,9,0,11,326,0,4,11757.0,11759.0,11740.0,11639.0,11156.0,10340.0,9942.0,9795.0,9860.0,10013.0,10289.0,10596.0,10648.0,10391.0,10772.0,10976.0,10899.0,10816.0,10673.0,10356.0,10174.0,10149.0,10179.0,10068.0,10692.875,643.1156710143586,10192.77380952381
2021-11-22 10:00:00,11654,10,0,11,326,0,4,11710.0,11757.0,11759.0,11740.0,11639.0,11156.0,10340.0,9942.0,9795.0,9860.0,10013.0,10289.0,10596.0,10648.0,10391.0,10772.0,10976.0,10899.0,10816.0,10673.0,10356.0,10174.0,10149.0,10179.0,10754.333333333334,662.071562312636,10194.232142857143
2021-11-22 11:00:00,11585,11,0,11,326,0,4,11654.0,11710.0,11757.0,11759.0,11740.0,11639.0,11156.0,10340.0,9942.0,9795.0,9860.0,10013.0,10289.0,10596.0,10648.0,10391.0,10772.0,10976.0,10899.0,10816.0,10673.0,10356.0,10174.0,10149.0,10814.166666666666,669.8296127709187,10196.160714285714
2021-11-22 12:00:00,11555,12,0,11,326,0,4,11585.0,11654.0,11710.0,11757.0,11759.0,11740.0,11639.0,11156.0,10340.0,9942.0,9795.0,9860.0,10013.0,10289.0,10596.0,10648.0,10391.0,10772.0,10976.0,10899.0,10816.0,10673.0,10356.0,10174.0,10871.708333333334,671.7596930040114,10198.55357142857
2021-11-22 13:00:00,11691,13,0,11,326,0,4,11555.0,11585.0,11654.0,11710.0,11757.0,11759.0,11740.0,11639.0,11156.0,10340.0,9942.0,9795.0,9860.0,10013.0,10289.0,10596.0,10648.0,10391.0,10772.0,10976.0,10899.0,10816.0,10673.0,10356.0,10927.333333333334,682.3880488954089,10201.52380952381
2021-11-22 14:00:00,11894,14,0,11,326,0,4,11691.0,11555.0,11585.0,11654.0,11710.0,11757.0,11759.0,11740.0,11639.0,11156.0,10340.0,9942.0,9795.0,9860.0,10013.0,10289.0,10596.0,10648.0,10391.0,10772.0,10976.0,10899.0,10816.0,10673.0,10978.208333333334,707.6498138612741,10205.22619047619
2021-11-22 15:00:00,11979,15,0,11,326,0,4,11894.0,11691.0,11555.0,11585.0,11654.0,11710.0,11757.0,11759.0,11740.0,11639.0,11156.0,10340.0,9942.0,9795.0,9860.0,10013.0,10289.0,10596.0,10648.0,10391.0,10772.0,10976.0,10899.0,10816.0,11026.666666666666,735.3374065347174,10209.785714285714
2021-11-22 16:00:00,11925,16,0,11,326,0,4,11979.0,11894.0,11691.0,11555.0,11585.0,11654.0,11710.0,11757.0,11759.0,11740.0,11639.0,11156.0,10340.0,9942.0,9795.0,9860.0,10013.0,10289.0,10596.0,10648.0,10391.0,10772.0,10976.0,10899.0,11069.416666666666,757.0947856726302,10214.672619047618
2021-11-22 17:00:00,11908,17,0,11,326,0,4,11925.0,11979.0,11894.0,11691.0,11555.0,11585.0,11654.0,11710.0,11757.0,11759.0,11740.0,11639.0,11156.0,10340.0,9942.0,9795.0,9860.0,10013.0,10289.0,10596.0,10648.0,10391.0,10772.0,10976.0,11108.25,775.7669557058698,10219.630952380952
2021-11-22 18:00:00,11658,18,0,11,326,0,4,11908.0,11925.0,11979.0,11894.0,11691.0,11555.0,11585.0,11654.0,11710.0,11757.0,11759.0,11740.0,11639.0,11156.0,10340.0,9942.0,9795.0,9860.0,10013.0,10289.0,10596.0,10648.0,10391.0,10772.0,11145.166666666666,780.1388765255871,10224.625
2021-11-22 19:00:00,11231,19,0,11,326,0,4,11658.0,11908.0,11925.0,11979.0,11894.0,11691.0,11555.0,11585.0,11654.0,11710.0,11757.0,11759.0,11740.0,11639.0,11156.0,10340.0,9942.0,9795.0,9860.0,10013.0,10289.0,10596.0,10648.0,10391.0,11180.166666666666,763.4983367007874,10229.916666666666
2021-11-22 20:00:00,11256,20,0,11,326,0,4,11231.0,11658.0,11908.0,11925.0,11979.0,11894.0,11691.0,11555.0,11585.0,11654.0,11710.0,11757.0,11759.0,11740.0,11639.0,11156.0,10340.0,9942.0,9795.0,9860.0,10013.0,10289.0,10596.0,10648.0,11205.5,755.1138699041904,10234.42857142857
2021-11-22 21:00:00,10989,21,0,11,326,0,4,11256.0,11231.0,11658.0,11908.0,11925.0,11979.0,11894.0,11691.0,11555.0,11585.0,11654.0,11710.0,11757.0,11759.0,11740.0,11639.0,11156.0,10340.0,9942.0,9795.0,9860.0,10013.0,10289.0,10596.0,11221.875,745.5221871424645,10239.60119047619
2021-11-22 22:00:00,10524,22,0,11,326,0,4,10989.0,11256.0,11231.0,11658.0,11908.0,11925.0,11979.0,11894.0,11691.0,11555.0,11585.0,11654.0,11710.0,11757.0,11759.0,11740.0,11639.0,11156.0,10340.0,9942.0,9795.0,9860.0,10013.0,10289.0,11231.666666666666,734.1943035479534,10245.440476190477
2021-11-22 23:00:00,10198,23,0,11,326,0,4,10524.0,10989.0,11256.0,11231.0,11658.0,11908.0,11925.0,11979.0,11894.0,11691.0,11555.0,11585.0,11654.0,11710.0,11757.0,11759.0,11740.0,11639.0,11156.0,10340.0,9942.0,9795.0,9860.0,10013.0,11239.375,721.7081677158519,10251.214285714286
2021-11-23 00:00:00,10093,0,1,11,327,0,4,10198.0,10524.0,10989.0,11256.0,11231.0,11658.0,11908.0,11925.0,11979.0,11894.0,11691.0,11555.0,11585.0,11654.0,11710.0,11757.0,11759.0,11740.0,11639.0,11156.0,10340.0,9942.0,9795.0,9860.0,11249.083333333334,703.6884140426912,10257.083333333334
2021-11-23 01:00:00,9966,1,1,11,327,0,4,10093.0,10198.0,10524.0,10989.0,11256.0,11231.0,11658.0,11908.0,11925.0,11979.0,11894.0,11691.0,11555.0,11585.0,11654.0,11710.0,11757.0,11759.0,11740.0,11639.0,11156.0,10340.0,9942.0,9795.0,11256.208333333334,689.0385853501942,10263.035714285714
2021-11-23 02:00:00,10043,2,1,11,327,0,4,9966.0,10093.0,10198.0,10524.0,10989.0,11256.0,11231.0,11658.0,11908.0,11925.0,11979.0,11894.0,11691.0,11555.0,11585.0,11654.0,11710.0,11757.0,11759.0,11740.0,11639.0,11156.0,10340.0,9942.0,11260.416666666666,680.9236640269098,10269.136904761905
2021-11-23 03:00:00,10355,3,1,11,327,0,4,10043.0,9966.0,10093.0,10198.0,10524.0,10989.0,11256.0,11231.0,11658.0,11908.0,11925.0,11979.0,11894.0,11691.0,11555.0,11585.0,11654.0,11710.0,11757.0,11759.0,11740.0,11639.0,11156.0,10340.0,11261.041666666666,680.0484304471051,10275.470238095239
2021-11-23 04:00:00,11218,4,1,11,327,0,4,10355.0,10043.0,9966.0,10093.0,10198.0,10524.0,10989.0,11256.0,11231.0,11658.0,11908.0,11925.0,11979.0,11894.0,11691.0,11555.0,11585.0,11654.0,11710.0,11757.0,11759.0,11740.0,11639.0,11156.0,11263.625,679.7497501478285,10282.19642857143
2021-11-23 05:00:00,11690,5,1,11,327,0,4,11218.0,10355.0,10043.0,9966.0,10093.0,10198.0,10524.0,10989.0,11256.0,11231.0,11658.0,11908.0,11925.0,11979.0,11894.0,11691.0,11555.0,11585.0,11654.0,11710.0,11757.0,11759.0,11740.0,11639.0,11265.75,681.0527177449442,10289.32142857143
2021-11-23 06:00:00,11701,6,1,11,327,0,4,11690.0,11218.0,10355.0,10043.0,9966.0,10093.0,10198.0,10524.0,10989.0,11256.0,11231.0,11658.0,11908.0,11925.0,11979.0,11894.0,11691.0,11555.0,11585.0,11654.0,11710.0,11757.0,11759.0,11740.0,11264.125,679.9175341619144,10296.220238095239
2021-11-23 07:00:00,11579,7,1,11,327,0,4,11701.0,11690.0,11218.0,10355.0,10043.0,9966.0,10093.0,10198.0,10524.0,10989.0,11256.0,11231.0,11658.0,11908.0,11925.0,11979.0,11894.0,11691.0,11555.0,11585.0,11654.0,11710.0,11757.0,11759.0,11256.625,675.1977367376168,10302.291666666666
2021-11-23 08:00:00,11619,8,1,11,327,0,4,11579.0,11701.0,11690.0,11218.0,10355.0,10043.0,9966.0,10093.0,10198.0,10524.0,10989.0,11256.0,11231.0,11658.0,11908.0,11925.0,11979.0,11894.0,11691.0,11555.0,11585.0,11654.0,11710.0,11757.0,11250.875,671.3277766453579,10308.642857142857
2021-11-23 09:00:00,11563,9,1,11,327,0,4,11619.0,11579.0,11701.0,11690.0,11218.0,10355.0,10043.0,9966.0,10093.0,10198.0,10524.0,10989.0,11256.0,11231.0,11658.0,11908.0,11925.0,11979.0,11894.0,11691.0,11555.0,11585.0,11654.0,11710.0,11244.75,667.6170635013815,10314.791666666666
2021-11-23 10:00:00,11532,10,1,11,327,0,4,11563.0,11619.0,11579.0,11701.0,11690.0,11218.0,10355.0,10043.0,9966.0,10093.0,10198.0,10524.0,10989.0,11256.0,11231.0,11658.0,11908.0,11925.0,11979.0,11894.0,11691.0,11555.0,11585.0,11654.0,11239.666666666666,664.8241131677022,10320.708333333334
2021-11-23 11:00:00,11483,11,1,11,327,0,4,11532.0,11563.0,11619.0,11579.0,11701.0,11690.0,11218.0,10355.0,10043.0,9966.0,10093.0,10198.0,10524.0,10989.0,11256.0,11231.0,11658.0,11908.0,11925.0,11979.0,11894.0,11691.0,11555.0,11585.0,11235.416666666666,662.8436051795945,10326.64880952381
